O_{index}(m_3)	            z_0	          v_x	       v_y	          v_z	        T           stability
O_{137}(0.6)	1.66158455533091E-01	2.63637667883726E-01	5.43062623307836E-02	-1.48269704678436E-03	8.70362595708331E+01	   S
O_{138}(0.6)	3.19469813816292E-01	3.11181317703613E-01	3.81836948546887E-02	-1.65367953125421E-02	8.73066413697235E+01	   U
O_{139}(0.6)	2.21825037697047E-01	2.77820515046646E-01	8.59464039162043E-02	5.62789712061363E-03	8.79007620749693E+01	   U
O_{140}(0.6)	3.13573386793433E-02	1.59081891730919E-01	1.20715346660072E-01	2.41357294400313E-03	8.79983141238815E+01	   U
O_{141}(0.6)	2.35870057139115E-01	3.01942702344632E-01	1.04239228062172E-01	1.25489463097169E-02	8.82766276856227E+01	   U
O_{142}(0.6)	1.56207579410150E-01	2.89620976949339E-01	1.03353786717241E-01	5.31416382438032E-03	8.89582921334908E+01	   U
O_{143}(0.6)	2.83295459427874E-01	2.93436299341822E-01	7.94624232645563E-02	1.80965712222135E-02	8.93872040165879E+01	   S
O_{144}(0.6)	3.43155371107004E-01	2.79776265282173E-01	8.21843521136934E-02	3.34913428420261E-02	9.00527061021045E+01	   U
O_{145}(0.6)	2.00814352861262E-01	2.79332424551053E-01	6.80908752905757E-02	-6.35496903624572E-03	9.03233891099800E+01	   S
O_{146}(0.6)	2.07278620997920E-01	2.67916293658876E-01	6.78127330989734E-02	5.43436879679013E-03	9.13115956526657E+01	   S
O_{147}(0.6)	1.96366371144456E-01	3.54022482043729E-01	1.37387430932230E-01	-1.57870141032431E-03	9.15693601071389E+01	   U
O_{148}(0.6)	-5.01007362196633E-02	2.14366404214179E-01	9.64472011498597E-02	-1.03793482979500E-02	9.17442258811584E+01	   U
O_{149}(0.6)	3.21310190343624E-01	2.82183563066259E-01	6.06278777510599E-02	-5.80787927187163E-03	9.23057392840296E+01	   U
O_{150}(0.6)	8.56585143069623E-02	3.32960500028105E-01	3.83625293841138E-02	-1.73953366512494E-02	9.24439872805772E+01	   U
O_{151}(0.6)	1.34323375010871E-01	3.47036159150827E-01	1.54876725569172E-01	-6.62257633306171E-03	9.25086692714739E+01	   U
O_{152}(0.6)	3.25092843584873E-01	2.90749268436305E-01	8.80438421920275E-02	2.99676554103881E-02	9.27941784144055E+01	   S
O_{153}(0.6)	1.57751404942935E-01	3.32021662678660E-01	3.21614744248550E-02	5.41374206044345E-03	9.30678962597017E+01	   U
O_{154}(0.6)	1.45530293869884E-01	3.63755250833113E-01	1.47448718889911E-01	-4.38047832857415E-03	9.31197750357669E+01	   U
O_{155}(0.6)	3.88859595818152E-01	2.82463865736355E-01	6.46651361016822E-02	1.73352775004172E-02	9.33093674710581E+01	   U
O_{156}(0.6)	1.65512508017915E-01	2.87001160208205E-01	9.63922541580108E-02	5.51302299444048E-04	9.35922546236592E+01	   U
O_{157}(0.6)	2.95090675029903E-01	2.92602776527282E-01	8.17376773222053E-02	2.15569694936578E-02	9.37086797709335E+01	   S
O_{158}(0.6)	2.52168094303159E-01	2.80089179713930E-01	7.72423900627326E-02	8.76669295893196E-03	9.43266407480975E+01	   U
O_{159}(0.6)	1.86685873353840E-01	3.12181804928279E-01	1.09694602946386E-01	1.00528925634361E-02	9.47418663996673E+01	   U
O_{160}(0.6)	3.04522444333055E-01	2.32556864866625E-01	3.23645403287288E-02	-1.76801920501614E-04	9.50529125010548E+01	   U
O_{161}(0.6)	1.62046132711694E-02	2.29016348012617E-01	1.05281461277237E-01	3.71847636725363E-03	9.50903455518060E+01	   U
O_{162}(0.6)	1.68243481881274E-01	2.61910615047358E-01	5.30653076773773E-02	3.20886726817885E-03	9.53124605176656E+01	   S
O_{163}(0.6)	1.67107621887806E-01	2.71338180798944E-01	7.83908441959706E-02	7.11703657297880E-03	9.55390274306909E+01	   U
O_{164}(0.6)	3.08086498746017E-01	3.01523611646580E-01	9.13769583149544E-02	2.88674087125452E-02	9.56225282315729E+01	   U
O_{165}(0.6)	1.89931694680420E-01	3.53279103595033E-01	1.38434064800557E-01	-7.59081856320245E-04	9.63655675446320E+01	   U
O_{166}(0.6)	3.53079438836821E-01	2.99685384642603E-01	8.58814735965549E-02	4.24755774490748E-02	9.64817513316301E+01	   S
O_{167}(0.6)	2.92063943706689E-01	3.09784758385913E-01	4.48606392686359E-02	-1.82218103942400E-02	9.64983205049082E+01	   S
O_{168}(0.6)	1.30843203596061E-01	3.62038038428769E-01	1.58375665024371E-01	4.05898867771480E-03	9.65272354348805E+01	   U
O_{169}(0.6)	3.32303201352431E-01	2.54049274831804E-01	5.78912409680966E-02	2.75114049540360E-03	9.65839602171747E+01	   U
O_{170}(0.6)	1.60852075319542E-01	3.59480983733464E-01	1.47381829227394E-01	4.81788727977952E-03	9.69614512345885E+01	   U
O_{171}(0.6)	3.33533635560092E-01	2.90505883079966E-01	8.99367852446994E-02	3.23351580122589E-02	9.72662658430060E+01	   S
O_{172}(0.6)	1.84249721748030E-01	2.83374216486243E-01	8.85876497402217E-02	-1.01867446846620E-03	9.80351262189596E+01	   U
O_{173}(0.6)	1.39451178023768E-01	2.90326605334881E-01	1.01925330205502E-01	3.80560169923517E-03	9.83691965692038E+01	   U
O_{174}(0.6)	4.45687820698387E-01	3.45238552565960E-01	6.89452142588242E-02	-1.42266135894781E-03	9.87154097307774E+01	   U
O_{175}(0.6)	2.74842050497186E-01	2.94077770483367E-01	7.79536764103201E-02	1.55645316862413E-02	9.90901091232514E+01	   S
O_{176}(0.6)	1.93100551565754E-01	2.67196845681045E-01	6.79454752961217E-02	5.05704632606909E-03	9.97326900839275E+01	   U
O_{177}(0.6)	1.95218472968251E-01	3.09638847082859E-01	1.03232537075142E-01	7.32673538004040E-03	9.97329398783587E+01	   U
O_{178}(0.6)	1.62430847605666E-01	3.15302028981538E-01	1.13018196956541E-01	9.72720177676638E-03	9.97816661166248E+01	   U
O_{179}(0.6)	1.88923890216768E-01	3.22331195737087E-01	5.26516405116938E-02	-2.19546249211613E-03	9.97929368149235E+01	   U
O_{180}(0.6)	1.71606176805730E-01	3.51405964342969E-01	1.38921175788381E-01	-4.70529274754636E-03	1.00207941298135E+02	   U
O_{181}(0.6)	6.41001906380910E-01	2.73189242854653E-01	6.61775962569410E-02	1.08367105522387E-01	1.00686606847706E+02	   U
O_{182}(0.6)	2.49459854848652E-01	2.73351602760572E-01	7.28058724412105E-02	9.75351875598330E-03	1.01440608480377E+02	   S
O_{183}(0.6)	2.40486305666751E-01	2.74534344086469E-01	7.44680563997895E-02	7.46454700701706E-03	1.01603947309776E+02	   U
O_{184}(0.6)	2.90177815917792E-01	2.41487995132651E-01	3.93442283493782E-02	-5.43861320517180E-03	1.01801216927176E+02	   U
O_{185}(0.6)	2.31627695494796E-01	2.76000947962269E-01	7.61223733084979E-02	5.24192618383741E-03	1.01863535634669E+02	   S
O_{186}(0.6)	3.10709314725900E-01	2.83587172457869E-01	6.10776790299202E-02	-5.25690912373884E-03	1.01946281490319E+02	   U
O_{187}(0.6)	1.85915644550235E-01	3.55764415637555E-01	1.37298182205229E-01	1.65654796109859E-03	1.02265820024387E+02	   U
O_{188}(0.6)	3.10870042020797E-01	2.91836780119714E-01	8.62064200020397E-02	2.60810072700659E-02	1.02458770129502E+02	   S
O_{189}(0.6)	1.88530083541544E-01	3.56414970145286E-01	1.37217920804799E-01	2.75821286349753E-03	1.02628578821145E+02	   U
O_{190}(0.6)	1.84703595749781E-01	3.57546526086267E-01	1.36051403424092E-01	2.29746111216019E-03	1.02820466160630E+02	   U
O_{191}(0.6)	3.73173673147292E-01	2.83926898140328E-01	6.46627884796341E-02	1.62071117605819E-02	1.02959617242636E+02	   U
O_{192}(0.6)	1.46226934366309E-01	2.88334765798959E-01	9.57702411772674E-02	-1.68371291244164E-03	1.03075154307499E+02	   U
O_{193}(0.6)	2.86452435375900E-01	2.93213244030564E-01	8.00437355252253E-02	1.90325187888697E-02	1.03390543416772E+02	   S
O_{194}(0.6)	1.69544496027453E-01	2.60804479869626E-01	5.21010159334944E-02	7.41783344884092E-03	1.03678330092851E+02	   S
O_{195}(0.6)	2.11268962646824E-01	3.05990581855601E-01	9.66034863577393E-02	6.17831686714894E-03	1.04478265872817E+02	   U
O_{196}(0.6)	2.54354717786914E-01	2.95763489270248E-01	7.46307804454393E-02	9.26259318500296E-03	1.04565708994274E+02	   S
O_{197}(0.6)	1.45601403653164E-01	2.73513475836480E-01	8.02693374148339E-02	5.22586534117223E-03	1.04852815032882E+02	   U
O_{198}(0.6)	1.96999576591340E-01	3.60566404064727E-01	1.37505195956416E-01	6.15476857051427E-03	1.04893038620761E+02	   U
O_{199}(0.6)	1.65817086130794E-01	3.13648821657080E-01	1.07210558381888E-01	6.46925924606749E-03	1.04953787969789E+02	   S
O_{200}(0.6)	1.95368676231837E-01	2.68775943951414E-01	6.30526803056549E-02	-1.30693055567221E-03	1.05246706177628E+02	   S
O_{201}(0.6)	2.02942399307936E-01	3.61865898969576E-01	1.35442990848433E-01	1.00661887755974E-02	1.05357709964323E+02	   U
O_{202}(0.6)	1.23027879479899E-01	3.44952308196351E-01	1.52788718639167E-01	-6.10626175995220E-03	1.06053143577801E+02	   U
O_{203}(0.6)	9.82756043661562E-03	1.59625938907654E-01	1.28439785028913E-01	-1.17064493267292E-03	1.06491992399758E+02	   S
O_{204}(0.6)	3.29443870028320E-01	2.87797205041374E-01	7.64418897164632E-02	3.14757191810645E-02	1.07148995798602E+02	   U
O_{205}(0.6)	1.25968812902316E-01	2.90348255678303E-01	1.00631609867336E-01	3.08084934381218E-03	1.07626912234835E+02	   U
O_{206}(0.6)	1.14083595814269E-01	3.51389714665988E-01	1.60516023372317E-01	-7.97335463609515E-04	1.07626965030253E+02	   U
O_{207}(0.6)	2.99368633587443E-01	2.92077732824926E-01	8.15724562548301E-02	2.27356299322426E-02	1.07656675976006E+02	   U
O_{208}(0.6)	1.59442845563603E-01	2.86080252045223E-01	8.93481091497240E-02	-4.59125905418111E-03	1.07768457683647E+02	   U
O_{209}(0.6)	2.61294711544518E-01	2.97575682988701E-01	8.65416780430611E-02	1.32548365162281E-02	1.08422798996407E+02	   S
O_{210}(0.6)	1.66545848576372E-01	2.68942451425083E-01	7.09377087456797E-02	1.59401825664167E-03	1.08686132750296E+02	   U
O_{211}(0.6)	2.67554514559032E-01	2.94645172091993E-01	7.67230956692615E-02	1.33459378727536E-02	1.08802680532643E+02	   S
O_{212}(0.6)	1.48517898841147E-01	2.63737532301569E-01	5.16154372831871E-02	-6.97130402125220E-03	1.09173984341525E+02	   S
O_{213}(0.6)	1.54910090227649E-01	3.49179910866747E-01	1.41645833122408E-01	-6.31752428558644E-03	1.09290527213772E+02	   U
O_{214}(0.6)	2.32988984631255E-01	2.71063751390323E-01	7.20721879510879E-02	7.66991976136354E-03	1.09387542655535E+02	   U
O_{215}(0.6)	1.70873195095215E-01	3.10994712463840E-01	1.01737169752550E-01	3.10033763809336E-03	1.09762239222767E+02	   U
O_{216}(0.6)	1.48122926490090E-01	3.16296404725808E-01	1.10190392712102E-01	7.03492480970638E-03	1.10065956877170E+02	   U
O_{217}(0.6)	3.79259499883216E-01	3.52213678320416E-01	9.08182712352578E-02	-7.84822749156059E-04	1.10540011574665E+02	   U
O_{218}(0.6)	2.89533416928908E-01	2.43234045907181E-01	3.92421216444641E-02	-2.02546893206452E-03	1.10694248733083E+02	   U
O_{219}(0.6)	2.30961153321551E-01	2.88744917306713E-01	7.45413537070611E-02	1.79064294789824E-03	1.11219768895630E+02	   U
O_{220}(0.6)	1.22891707243536E-01	3.09196765614521E-01	1.14513384104540E-01	5.62177053279595E-03	1.11615062890686E+02	   U
O_{221}(0.6)	3.02564086908762E-01	2.85173539011574E-01	6.14472354990913E-02	-4.48563500494497E-03	1.11760178605800E+02	   U
O_{222}(0.6)	1.30810231558693E-01	2.88754010989330E-01	9.51034046368623E-02	-2.97419328638575E-03	1.12370186575611E+02	   U
O_{223}(0.6)	1.78813468648132E-01	2.83553993665651E-01	8.21799355815589E-02	-5.58123738546907E-03	1.12445272831604E+02	   U
O_{224}(0.6)	1.45755220200252E-01	3.59966465022695E-01	1.47112623011692E-01	2.66848595111221E-03	1.12595429606033E+02	   U
O_{225}(0.6)	2.78911231966482E-01	2.93770328797958E-01	7.86671574722395E-02	1.67898400083101E-02	1.13086105368597E+02	   S
O_{226}(0.6)	1.45527992718703E-01	3.48104650882896E-01	1.42700990204106E-01	-7.65786797042259E-03	1.13722998512871E+02	   U
O_{227}(0.6)	2.73181910576747E-01	2.85090004099410E-01	8.05699507196031E-02	1.41680789880386E-02	1.13995909060286E+02	   S
O_{228}(0.6)	1.29944263833857E-01	2.74726032956095E-01	8.12720189844489E-02	4.70255710983022E-03	1.14032424132692E+02	   U
O_{229}(0.6)	2.48482215308066E-01	2.96337411463496E-01	7.37420883598193E-02	7.42953238690279E-03	1.14334315684088E+02	   S
O_{230}(0.6)	1.82745065250915E-01	3.08488752088318E-01	9.59407343683244E-02	9.92939650880333E-04	1.14694653802841E+02	   S
O_{231}(0.6)	1.49983509266804E-01	3.13846277432184E-01	1.05128235432577E-01	3.30313827879754E-03	1.14859422271732E+02	   U
O_{232}(0.6)	1.34964975243251E-01	3.17870256652580E-01	1.12724995926991E-01	7.58499701711089E-03	1.14942053439826E+02	   U
O_{233}(0.6)	4.02825449551724E-01	3.46904361085266E-01	7.96132308565827E-02	-7.94894588005920E-04	1.15809202976379E+02	   U
O_{234}(0.6)	2.21782610639064E-01	3.11940485292197E-01	6.34372598378258E-02	2.86890370187219E-03	1.16251924738049E+02	   U
O_{235}(0.6)	2.60635747607690E-01	3.39287634056199E-01	1.13289231621146E-01	-2.42427059225061E-02	1.16370605446447E+02	   S
O_{236}(0.6)	3.67957091399622E-01	2.83093374666698E-01	6.49980089207224E-02	4.54560373879885E-02	1.16522457392894E+02	   U
O_{237}(0.6)	1.14980003318413E-01	2.90035819659682E-01	9.95011268617000E-02	2.97460565722943E-03	1.16795285856822E+02	   U
O_{238}(0.6)	1.40612277118520E-01	3.58441709953137E-01	1.47507148199383E-01	1.94216904926371E-03	1.17008497807367E+02	   S
O_{239}(0.6)	4.28888311045376E-02	2.53553591915720E-01	1.61540900560048E-02	-5.61115971559958E-03	1.17240226937426E+02	   S
O_{240}(0.6)	1.40759350504707E-01	2.87439457424888E-01	8.95619690528471E-02	-6.69581230838644E-03	1.17272786155382E+02	   U
O_{241}(0.6)	2.88808140676940E-01	2.93043177345476E-01	8.04888925320184E-02	1.97254953084010E-02	1.17393035989488E+02	   S
O_{242}(0.6)	1.52365502222008E-01	2.62114958549414E-01	5.07589594346540E-02	-2.46281356696582E-03	1.17396791020675E+02	   S
O_{243}(0.6)	2.05752300334462E-01	2.82205462008811E-01	7.44008633917301E-02	-3.57363508789373E-03	1.17715782099892E+02	   S
O_{244}(0.6)	1.44578527488231E-01	2.70501554441314E-01	7.31786097305959E-02	-7.58782703723619E-04	1.17740499173706E+02	   U
O_{245}(0.6)	3.58770836840723E-01	2.02412269844758E-01	1.23124842288494E-02	1.37047491282768E-03	1.17938502960347E+02	   U
O_{246}(0.6)	6.57369649416678E-03	2.56315903387088E-01	2.27291278482109E-02	-1.23995448461204E-02	1.18019859080452E+02	   U
O_{247}(0.6)	1.41252515821360E-01	3.48512759405900E-01	1.42528755210884E-01	-7.15519034710677E-03	1.18748236934328E+02	   U
O_{248}(0.6)	2.77240327997486E-01	3.43744173802808E-01	1.12057558045492E-01	-1.63375128627406E-02	1.19022525849374E+02	   U
O_{249}(0.6)	2.04968701066640E-01	3.04002154835572E-01	8.94235298217261E-02	1.14268815783657E-03	1.19081313722589E+02	   U
O_{250}(0.6)	2.79281651727941E-01	3.44003154743036E-01	1.12319900859138E-01	-1.55681293144352E-02	1.19287100602078E+02	   U
O_{251}(0.6)	2.86862745157545E-01	2.44078301909584E-01	3.95073631558255E-02	2.64622565699971E-04	1.19347743138083E+02	   U
O_{252}(0.6)	1.34757427137169E-01	3.15139767918111E-01	1.08059278670181E-01	3.76622944896147E-03	1.19566837124863E+02	   U
O_{253}(0.6)	1.74109072270709E-01	2.71632500942959E-01	6.08992591550627E-02	-9.35245332158146E-03	1.19680976339495E+02	   U
O_{254}(0.6)	1.45006927205129E-01	3.32374475627904E-01	3.23027881656199E-02	-5.65811830012633E-04	1.20383364566333E+02	   U
O_{255}(0.6)	4.27900480642608E-01	3.53573182294545E-01	7.60023250799870E-02	8.89545873266022E-03	1.20487778642174E+02	   U
O_{256}(0.6)	1.10972254670321E-01	3.06804933448904E-01	1.12542882731102E-01	4.35236072904059E-03	1.20497965059347E+02	   U
O_{257}(0.6)	3.20665622105593E-01	2.90931615481806E-01	8.70204566404049E-02	2.87361901535445E-02	1.20772863195418E+02	   S
O_{258}(0.6)	2.33995714089049E-01	3.00724269732870E-01	7.06370667959318E-02	3.43385185601494E-03	1.21057501288933E+02	   S
O_{259}(0.6)	6.52307788069047E-02	2.66225167440583E-01	1.76951243609510E-02	1.73796583907690E-02	1.21121644159881E+02	   S
O_{260}(0.6)	1.93096699359337E-01	2.64450657692590E-01	5.98053667638832E-02	4.02661705009459E-03	1.21436037989201E+02	   S
O_{261}(0.6)	1.18332426691387E-01	2.88667778765909E-01	9.44668896866844E-02	-3.55722193584658E-03	1.21541248972338E+02	   U
O_{262}(0.6)	2.95597455486785E-01	2.86582073254651E-01	6.17308495997047E-02	-3.82649586614235E-03	1.21602074354778E+02	   S
O_{263}(0.6)	1.36475881138954E-01	3.57441231620842E-01	1.47668891096502E-01	1.62335001473936E-03	1.21623372474715E+02	   S
O_{264}(0.6)	3.63484130643726E-01	2.40251344160265E-01	4.16519988249763E-02	2.84654731335728E-02	1.21797168703452E+02	   U
O_{265}(0.6)	3.59249075800150E-01	1.99248555154566E-01	5.47195081900323E-02	-1.04545761754704E-04	1.21867045505887E+02	   U
O_{266}(0.6)	2.72294937018662E-01	2.94273401630488E-01	7.75168460035913E-02	1.47924947751494E-02	1.22791515387817E+02	   S
O_{267}(0.6)	1.17788085356660E-01	2.75378371821824E-01	8.18554977103398E-02	5.04009171614899E-03	1.23115119187958E+02	   U
O_{268}(0.6)	3.90280757082326E-01	2.77828895414500E-01	6.72313719731942E-02	2.96247719652893E-02	1.23760377934091E+02	   U
O_{269}(0.6)	2.43453997663872E-01	2.96916714798384E-01	7.29849164197302E-02	5.86232006571369E-03	1.24140569277669E+02	   S
O_{270}(0.6)	3.65477593406221E-01	3.43436143467453E-01	9.81110041921902E-02	5.16295699268577E-03	1.24176973772600E+02	   U
O_{271}(0.6)	3.53205396377597E-01	3.45191614711081E-01	9.77465927058948E-02	1.14922001831579E-03	1.24262572943912E+02	   U
O_{272}(0.6)	4.46597699824632E-01	3.35886446597952E-01	6.71071251220146E-02	-1.94481039895886E-03	1.24443374526507E+02	   U
O_{273}(0.6)	1.64349352274902E-01	3.09790643722095E-01	9.48630850527612E-02	-2.44210900514449E-03	1.24787382933446E+02	   U
O_{274}(0.6)	1.37712222194167E-01	3.14039830452653E-01	1.03319034464522E-01	8.37074720772153E-04	1.24831745260235E+02	   U
O_{275}(0.6)	1.24946288933855E-01	3.17548398143607E-01	1.10322998806667E-01	5.15003628891376E-03	1.24868292689398E+02	   S
O_{276}(0.6)	-1.72699124215822E-01	3.38954793352717E-01	1.38811855476572E-01	-6.64502054746437E-02	1.25470173402206E+02	   S
O_{277}(0.6)	1.55106198338241E-01	2.60994426056139E-01	5.00884841798475E-02	1.53087776510780E-03	1.25707706874989E+02	   S
O_{278}(0.6)	4.68682071946514E-01	2.86457389844976E-01	6.46461825710458E-02	5.71597744624442E-02	1.25716076971370E+02	   U
O_{279}(0.6)	6.60174041155277E-02	2.53539244223991E-01	1.86178027516501E-02	8.68549192439295E-03	1.25747511480063E+02	   S
O_{280}(0.6)	1.05918180168417E-01	2.89550373308451E-01	9.85120352167673E-02	3.33717341413023E-03	1.25902995799525E+02	   U
O_{281}(0.6)	5.91893814882545E-02	2.55164682678436E-01	1.86065646737900E-02	2.31842878172014E-02	1.26219238314349E+02	   S
O_{282}(0.6)	1.75352887779718E-01	2.82515845684945E-01	7.62878748901025E-02	-9.42106999989989E-03	1.26406161491037E+02	   S
O_{283}(0.6)	1.26060327997991E-01	2.88063939132724E-01	8.95681573203460E-02	-7.85096802244397E-03	1.26633230818684E+02	   U
O_{284}(0.6)	1.30692225307353E-01	3.57512649258154E-01	1.47376932788145E-01	6.14489062140071E-04	1.26645751044943E+02	   S
O_{285}(0.6)	1.28589604932790E-01	2.71364317262839E-01	7.44878803107932E-02	-1.70205920515402E-03	1.26708015230883E+02	   U
O_{286}(0.6)	3.94926215490303E-01	2.74303866011373E-01	6.74757060303830E-02	3.23027478323736E-02	1.26715867801674E+02	   U
O_{287}(0.6)	6.82370043139991E-02	2.56966360681903E-01	1.89564252588767E-02	1.75464551619008E-02	1.26826091343176E+02	   S
O_{288}(0.6)	-8.76837300464426E-02	2.60152363204546E-01	3.60793494804253E-02	1.96442102030485E-02	1.26910678086641E+02	   U
O_{289}(0.6)	2.82020830372270E-01	2.93539998749861E-01	7.92254026521606E-02	1.77193820359075E-02	1.27085095510687E+02	   S
O_{290}(0.6)	1.72060564851472E-01	3.25277894065764E-01	4.90767505309325E-02	-5.68527159271998E-03	1.27334140429661E+02	   S
O_{291}(0.6)	3.58859945824543E-01	2.07902205560601E-01	2.01437411869488E-02	3.91882460465536E-03	1.27353659637933E+02	   S
O_{292}(0.6)	1.75516251847595E-01	2.68585776721452E-01	5.93237600496091E-02	-6.14613393044966E-03	1.27515382114422E+02	   S
O_{293}(0.6)	2.70958028564724E-01	2.91383560890265E-01	6.04364156420222E-02	-1.05212335365101E-02	1.28001790474704E+02	   S
O_{294}(0.6)	2.85345089847724E-01	2.44782861726425E-01	3.92389843613413E-02	2.73752253578166E-03	1.28006478270101E+02	   U
O_{295}(0.6)	2.13110452577627E-01	2.60847997011180E-01	5.92735443503830E-02	3.04811834359355E-02	1.28041426668629E+02	   U
O_{296}(0.6)	2.55641345541215E-01	2.95646425632296E-01	7.48281296912985E-02	9.66340662842431E-03	1.28269145655236E+02	   S
O_{297}(0.6)	3.26901654611467E-01	2.80937283310117E-01	6.40491703381773E-02	9.12528714163753E-03	1.28940001672810E+02	   U
O_{298}(0.6)	1.79511333014153E-01	3.06024078790611E-01	8.93914841947288E-02	-4.02517227058932E-03	1.29148223570516E+02	   S
O_{299}(0.6)	1.01813853813812E-01	3.05026644666604E-01	1.10742073581643E-01	3.68839927553969E-03	1.29530348870223E+02	   U
O_{300}(0.6)	2.30776976701015E-01	2.60435679323318E-01	5.03697372940720E-02	1.65561595977738E-02	1.29606718580070E+02	   U
O_{301}(0.6)	1.41905778535064E-01	3.11965611364221E-01	9.86817214001229E-02	-2.57243453562399E-03	1.29665346596017E+02	   U
O_{302}(0.6)	1.25671926937454E-01	3.15674617349552E-01	1.05931671229356E-01	1.87581247187109E-03	1.29771342899186E+02	   U
